index,question,ground_truth,predicted,correct,raw_response
122,A 37-year-old man comes to the emergency department because he has felt nauseated and light-headed for the past hour. Medical history is significant for esophageal varices secondary to alcohol-related cirrhosis and ascites treated with spironolactone. He drinks eight to ten alcoholic beverages daily,C,D,False,D
123,"A 17-year-old boy is brought to the emergency department 30 minutes after being found with a ""blank stare"" and flat facial expression at a party. His pulse is 72/min, and blood pressure is 104/68 mm Hg. He is sitting upright and appears catatonic. Physical examination shows rigidity. During the exam",D,D,True,D
124,A 24-year-old recent college graduate comes to the office because of a 3-year history of increased frequency of urination and occasional incontinence whenever she travels. She says the urinary symptoms typically begin a few days before she is going to fly and they stop the day after she arrives at h,A,A,True,A
125,"A healthy 2-year-old girl is brought to the office for a routine well-child visit. The child was weaned at 6 months of age and began to walk at 10 months of age. On physical examination, she has mild bowlegs (10-degree genu varum). Which of the following is the most appropriate management to recomme",D,D,True,D
126,"A 54-year-old man comes to the physician because of episodes of fainting for 3 months. He also has had difficulty performing daily tasks because he is easily fatigued. He had a myocardial infarction 12 years ago. His pulse is 40/min, respirations are 18/min, and blood pressure is 138/85 mm Hg. Physi",D,A,False,A
127,A 22-year-old woman contacts a medical student and asks if he would like to join her for dinner. The student met the woman when he was assigned to her care during her 2-week hospitalization for treatment of major depressive disorder. He has not treated or seen the patient since she was discharged fr,D,D,True,D
128,"A 45-year-old woman has a 2-week history of increased anxiety, abdominal discomfort, irritability, and difficulty concentrating; she was robbed at knifepoint in a parking lot 3 weeks ago. She takes levothyroxine for hypothyroidism and uses an over-the-counter inhaler as needed for exercise-induced a",A,A,True,A
129,"A 29-year-old Hispanic woman, gravida 3, para 3, comes to the office because of recurrent low back pain during the past year. Rest and analgesics usually eradicate the pain within 2 weeks. However, the pain seems to recur every 2 to 3 months. Medical history is remarkable for gestational diabetes me",D,D,True,D
130,"A 15-year-old girl is brought to the office by her mother because of abdominal pain and constipation for the past several weeks. Her mother says, ""She is getting almost all A's in school and she is on the track team."" You ask the patient about her diet and she responds, ""I'm kind of a picky eater."" ",D,B,False,B
131,"A 37-year-old man with type 1 diabetes mellitus is admitted to the hospital because of inadequate control of his glucose concentrations for the past 2 months. Despite his poor control, he demands that he be discharged. He reports that he has had a 3-month history of fatigue, irritability, and feelin",A,A,True,A
132,"A 7-month-old infant, who was recently discharged from the hospital following an episode of enteritis and dehydration, has persistent watery diarrhea. His mother feeds him cow-milk formula and a variety of strained fruits and vegetables. On physical examination, his temperature is 37.4°C (99.3°F), h",B,B,True,B
133,"A 25-year-old gravida 3 para 2 female is admitted to the hospital at 39 weeks' gestation in active labor. She had been having regular contractions every 4 minutes, but is now having only a few intermittent, weak contractions. She has received medication for pain twice in the past 6 hours. Examinatio",D,D,True,D
134,"A 15-year-old girl comes to the emergency department because, she says, ""something has been sticking out of my bottom since I had a bowel movement this morning."" She has not had previous episodes, although for more than 1 year she has had occasional difficulty passing stools. She is not in pain but ",A,D,False,D
135,"A 37-year-old woman is brought to the emergency department 45 minutes after she was found unconscious on her apartment floor. Her coworkers became concerned when she did not arrive for work. On arrival, she is unable to provide a history. Her pulse is 96/min, respirations are 12/min, and blood press",B,B,True,B
136,"A 34-year-old white woman comes to the emergency department because of a persistent dull headache for the past 3 days. She has been taking acetaminophen without relief. She says, ""I haven't slept in 3 days and I am having trouble focusing at work."" There is no history of trauma and she takes no medi",D,D,True,D
137,A 14-year-old girl is brought to the physician after her mother learned that she began having sexual intercourse with various partners 1 month ago. She does not use condoms or other contraception. The mother is concerned about her behavior. The patient's parents separated 3 months ago. She had been ,A,A,True,A
138,A previously healthy 27-year-old man comes to the physician 4 weeks after noticing three nontender lesions on his penis. He says they have not changed in size. He is sexually active with multiple male and female partners and uses condoms inconsistently. He takes no medications. He drinks two to five,D,D,True,D
139,"A 59-year-old man is brought to the emergency department because of a 4-day history of nausea, vomiting, and diarrhea. He also has been confused and agitated during this period. He has a history of mild hypertension. His current medication is a diuretic. His temperature is 37°C (98.6°F), pulse is 10",C,B,False,B
140,"A 13-month-old child is brought to the emergency department because of urticaria, swelling of the lips, and difficulty breathing immediately after eating an egg. A potential risk for hypersensitivity reaction is posed by vaccination against which of the following illnesses?",B,B,True,B
141,"A 27-year-old man is admitted to the hospital 45 minutes after being involved in a motor vehicle collision. Physical examination shows a sluggish response to stimuli. Neurologic examination shows no other abnormalities. A skull x-ray shows a linear, nondepressed basal skull fracture. Two weeks later",A,A,True,A
142,"A 35-year-old female develops nausea and vomiting after she underwent a cholecystectomy for protracted ileus. Her body mass index was 23 kg/m2 before surgery, and, except for the cholecystitis, she was in good health. The patient remains unable to eat 6 days after surgery. Which of the following for",D,B,False,B
143,"A 27-year-old nurse comes to the emergency department because of nervousness, dizziness, palpitations, and excess perspiration for the past 3 hours. She has had similar episodes over the past 6 months. The symptoms improve following ingestion of orange juice or soft drinks. She says that she has had",D,D,True,D
144,"A 54-year-old woman comes to the office because she has had intermittent shooting pain over her right cheek and jaw during the past 3 weeks. Each episode of pain lasts for 1 second or less. The pain is often triggered by cold air, chewing, tactile stimulation, and brushing her teeth. She has had no ",A,A,True,A
145,"A 12-year-old boy with sickle cell disease and type 1 diabetes mellitus is brought to the office by his mother for an initial visit. The family recently moved to the area. Type 1 diabetes mellitus was diagnosed in the patient 6 years ago. Since that time, he has been treated with insulin and dietary",D,A,False,A
146,A 68-year-old female has a history of breast cancer that has recurred twice in the past 5 years. She has undergone both radiation and chemotherapy for metastatic carcinoma to the bone. She presents to the office today to ask for help in dealing with midthoracic back pain to enable her to use less an,B,B,True,B
147,"A 55-year-old woman with small cell carcinoma of the lung is admitted to the hospital to undergo chemotherapy. Six days after treatment is started, she develops a temperature of 38°C (100.4°F). Physical examination shows no other abnormalities. Laboratory studies show a leukocyte count of 100/mm3 (5",C,C,True,C
148,"A 14-year-old girl has had nausea, intermittent diarrhea, and a 2.2-kg (5-lb) weight loss over the past 4 weeks. Examination shows a migrating serpiginous pruritic perianal rash. Her leukocyte count is 8000/mm3 with 20% eosinophils. Which of the following tests is most likely to yield an accurate di",D,D,True,D
149,A 37-year-old Anglo-American man is admitted to the hospital for treatment for cocaine dependency. He says he has tried repeatedly to abstain from cocaine use but lives in a part of town where there are heavy drug sales. He did not like his hospital outpatient group but liked his single session at C,D,B,False,B
150,"A 14-year-old boy is brought to the physician for a physical examination prior to participating in sports. He appears reluctant to remove his shirt for the examination, and says that he is embarrassed because he has grown breasts during the past year. He is at the 50th percentile for height and weig",D,D,True,D
151,A 37-year-old man comes to the physician because of nonradiating low back pain for 3 days. The pain began after he worked in his yard. He has not had any change in bowel movements or urination. He had one similar episode 3 years ago that resolved spontaneously. Vital signs are within normal limits. ,B,B,True,B
152,A 29-year-old woman comes to the emergency department because she has had increasingly severe lower abdominal pain and nausea for the past 2 days. She is sexually active and does not use any contraception. Her last menstrual period ended 6 days ago. Temperature is 38.3°C (101.0°F). Physical examinat,A,D,False,D
153,A 57-year-old woman comes to the office for a preoperative evaluation 2 weeks before undergoing scheduled laparoscopic cholecystectomy. Medical history is otherwise unremarkable and the patient takes no medications. Family history is significant for stable angina in her father and rheumatoid arthrit,D,D,True,D
154,A 40-year-old man comes to the office for a preemployment physical examination. The patient has been generally healthy. Medical history is unremarkable and he takes no routine medications. Vital signs are normal. Physical examination shows a palpable nodule in the right lobe of the thyroid gland. Se,B,B,True,B
155,"A 2-month-old female is brought to the office for her first routine health maintenance examination and for her immunization update. In order to determine whether or not any contraindications exist for diphtheria, tetanus, pertussis (DtaP) immunization, the parents should be questioned regarding",D,A,False,A
156,"A male neonate, who was born at 36 weeks' gestation 2 hours ago in the labor and delivery unit of the hospital, now shows signs of respiratory difficulty. The mother, an 18-year-old primigravid woman, smoked one pack of cigarettes daily throughout her pregnancy. She received prenatal care during mos",D,B,False,B
157,A study is conducted to assess the effectiveness of a new drug for the treatment of type 2 diabetes mellitus. A total of 1000 patients with type 2 diabetes mellitus are enrolled. Patients are randomly assigned to receive the new drug or standard treatment. The alpha and beta values for calculating p,B,B,True,B
158,A 78-year-old male presents to the office with the complaint of severe neck pain. He rates the pain as a 7 on a scale of 0 to 10 scale. He denies any trauma but reports that he had been doing a lot of painting over the past week. He denies any radicular pain or numbness. Cervical range of motion is ,C,D,False,D
159,A physician is conducting a retrospective review of a trial involving the use of Drug X in patients with a specific disease. It is known that Drug X is associated with an increased probability of cancer in patients who use the drug. A total of 600 individuals with a specific disease were included in,D,C,False,C
160,"A 27-year-old woman comes to the physician because of a 3-year history of chronic diarrhea and intermittent, crampy, lower abdominal pain. The pain is usually relieved with defecation and does not occur at night or interfere with sleep. She says she is frustrated by her symptoms and has stopped trav",B,B,True,B
161,"A study is designed to evaluate the feasibility of acupuncture in children with chronic headaches. Sixty children with chronic headaches are recruited for the study. In addition to their usual therapy, all children are treated with acupuncture three times a week for 2 months. Which of the following ",B,B,True,B
162,"A 17-year-old girl is brought to the emergency department 15 minutes after being stung by a bee. She has mild lightheadedness but no difficulty swallowing. Her temperature is 37.1°C (98.8°F), pulse is 100/min, respirations are 30/min, and blood pressure is 115/70 mm Hg. Physical examination shows no",D,D,True,D
163,"Five years after being shot in the right thigh, a 21-year-old man comes to the emergency department because of a buzzing sensation adjacent to the scar. At the time of the initial wound, he was discharged after 6 hours of observation with no fractures or soft-tissue swelling. A loud murmur is heard ",B,B,True,B
164,A previously healthy 40-year-old man is brought to the emergency department because of constant substernal chest pain for 12 hours that is exacerbated by coughing and inspiration. The pain is relieved with sitting up and leaning forward. There is no family history of heart disease. His temperature i,D,D,True,D
165,"A 24-year-old man comes to the office because of a 2-day history of a red, itchy rash on his buttocks and legs. Four days ago, he returned from a cruise to the Caribbean, during which he swam in the ship’s pool and used the hot tub. He appears well. His vital signs are within normal limits. Physical",D,C,False,C
166,"A 15-year-old male presents to the office with the complaint of painless swelling in the left testicle that has varied in size over the past several months. There is no history of trauma. The lesion transilluminates well, and no inguinal nodes are palpable. Findings from a testicular scan are normal",D,A,False,A
167,"A 10-month-old boy is brought to the physician because of a 4-day history of fever and cough. His illness began with lowgrade fever and copious, clear nasal discharge. Two days ago he developed a moist, nonproductive cough and rapid breathing. He has received all scheduled childhood immunizations. H",D,A,False,A
168,"A 29-year-old woman is prescribed carbamazepine for trigeminal neuralgia. She has a strong family history of osteoporosis. As a result, the physician also advises her to increase her intake of vitamin D. The most likely reason for this recommendation is that carbamazepine may affect which of the fol",D,D,True,D
169,"A 57-year-old man receives radiation therapy for a squamous cell carcinoma of the lung. Despite therapy, the tumor progressively increases in size, and he dies 6 months later. His tumor cells contain a point mutation in the p53 gene (TP53), leading to an inactive gene product. Based on this finding,",B,B,True,B
170,An 87-year-old woman is brought to the physician by her son because of progressive memory loss over the past 2 years. Her son says that she repeats herself frequently and has been forgetting to take her routine medications. She takes hydrochlorothiazide for mild systolic hypertension and levothyroxi,B,B,True,B
171,A male stillborn is delivered at 32 weeks' gestation to a 30-year-old woman. The pregnancy was complicated by oligohydramnios. Examination of the stillborn shows the absence of a urethral opening. Which of the following additional findings is most likely in this stillborn?,C,C,True,C
172,A couple comes for preconceptional genetic counseling because they both have a family history of α-thalassemia. The woman has a minimally decreased hemoglobin concentration. Genetic studies show a single gene deletion. The man has microcytic anemia and a two-gene deletion. If the two-gene deletion i,C,C,True,C
173,"A 27-year-old woman, gravida 2, para 1, at 12 weeks' gestation comes to the physician for a prenatal visit. She feels well. Pregnancy and delivery of her first child were uncomplicated. Medications include folic acid and a multivitamin. Her temperature is 37.2°C (99°F), and blood pressure is 108/60 ",B,C,False,C
174,A 5-year-old girl is brought to the physician by her parents for evaluation of recurrent injuries. Her parents say that she started walking at the age of 14 months and since then has always seemed clumsier and had more injuries than other children. She has had increasingly frequent chest pain with e,B,B,True,B
175,A 42-year-old woman comes to the physician because of an 8-week history of intermittent nausea and abdominal pain that occurs 20 to 30 minutes after eating. The pain extends from the epigastrium to the right upper quadrant and is sometimes felt in the right scapula; it lasts about 30 minutes and is ,A,A,True,A
176,A 22-year-old male presents to the office with a 5-day history of diarrhea after completing his third course of antibiotics for mastoiditis. Physical examination reveals vague generalized abdominal pain on palpation. Culture on hektoen enteric agar is positive. The most likely etiologic agent causin,D,A,False,A
177,"A 15-year-old male is brought to the office with a 2-day history of painful swelling over the sacral prominence that began after a fall during a high school wrestling match. The patient has a low-grade fever. Examination reveals an erythematous, fluctuant, elevated mass with 3 midline pores. Rectal ",D,D,True,D
178,You are visiting an 86-year-old woman in her home at the request of the patient's daughter because of worsening shortness of breath at rest for the past 2 days. The patient is confined to her home because of severe chronic obstructive pulmonary disease with cor pulmonale. She was discharged 1 week a,B,B,True,B
179,"A 37-year-old woman comes to the physician because of a 1-day history of throbbing facial pain. She describes the pain as 7 out of 10 in intensity. Over the past 9 days, she has had nasal congestion, purulent nasal discharge, sore throat, and a nonproductive cough. She does not smoke. Her husband an",D,B,False,B
180,"A 42-year-old woman is brought to the emergency department 10 minutes after being involved in a high-speed motor vehicle collision in which she was a restrained passenger. On arrival, she has shortness of breath and abdominal pain. Her pulse is 135/min, respirations are 30/min, and blood pressure is",D,B,False,B
181,"A 19-year-old woman who is a regular patient comes to the office for her annual physical examination and cervical cytology. She tells you that she has not had a menstrual period for the past 6 months. She is a college student who is in good health, has not had any medical illnesses or surgery, and h",D,D,True,D
182,"A 44-year-old female presents to the office for evaluation of a lump on her neck that she noted 1 week ago. She denies any tenderness, fever, weight loss, or fatigue. Physical examination reveals a 2-cm freely movable mass in the lower left lobe of the thyroid. In addition to thyroid-stimulating hor",D,D,True,D
183,"A 22-year-old woman comes to the office because of a 3-day history of cold symptoms and a 1-week history of progressive fatigue. Six weeks ago, she received a kidney transplant from a living, related donor. Immediately after the operation, she received monoclonal anti-CD3 therapy. Current medication",B,B,True,B
184,"A 53-year-old man comes to the physician because of a 6-month history of intermittent blood in his stool. He has had no pain with defecation. Physical examination shows a 1-cm, visible anal mass located below the dentate line. A biopsy of the mass is scheduled. If the mass if found to be malignant, ",D,D,True,D
185,A study is being conducted to assess mesothelioma in shipyard workers. A large shipyard firm has provided the asbestos exposure records of all employees during the past 50 years. The health insurer for the workers has provided claims data that documents all chest x-rays and diagnoses of mesothelioma,C,C,True,C
186,A 34-year-old woman comes to the office because of a 3- to 4-week history of swelling of her legs and a 9-kg (20-lb) weight gain. Medical history is significant for sickle cell trait and mild anemia. She has been taking 800 mg of ibuprofen three times daily for Achilles tendinitis diagnosed 1 month ,D,B,False,B
187,"A 31-year-old man with a 5-year history of HIV infection comes to the office because of anal pain, particularly on defecation, for the past 4 months. He says he has seen spots of blood on the toilet tissue but has not had any other noticeable bleeding. He reports no change in bowel habits and has no",B,D,False,D
188,"A 71-year-old woman is brought to the emergency department by her daughter for evaluation of her mental status. The daughter says, ""I visited Mom today for the first time in 6 months; her memory has worsened, her bills are unpaid, and her house is unusually messy."" The patient says, ""I'm perfectly h",D,D,True,D
189,"A 17-year-old girl has never had a menstrual period. Physical examination shows a normal female body habitus, normal breast development, and normal appearing external genitalia. She has no axillary or pubic hair. The patient refuses to have a pelvic or rectal examination. Which of the following is t",A,B,False,B
190,A 68-year-old female presents to the emergency department with a 3-day history of worsening fever and headache. Today the patient is nauseated and less responsive. Lumbar puncture reveals a protein level of 89 mg/dL (reference range: 15-45 mg/dL) with pleocytosis. The most likely etiologic organism ,D,D,True,D
191,A 22-year-old male college student presents to the office with a 6-month history of intermittent loose stools alternating with constipation. He says that he has been constipated for the past 5 days and denies hematochezia and melena. He says that he usually has loose stools during final exam week. V,C,C,True,C
192,"A 33-year-old woman comes to the physician because of a 2-day history of mild nausea, increased urinary urgency and frequency, and constipation. She also has had a 4.5-kg (10-lb) weight loss during the past 2 weeks and a 3-week history of vaginal bleeding. Pelvic examination shows a nodular cervix w",A,D,False,D
193,"A 52-year-old woman has had dyspnea and hemoptysis for 1 month. She has a history of rheumatic fever as a child and has had a cardiac murmur since early adulthood. Her temperature is 36.7°C (98°F), pulse is 130/min and irregularly irregular, respirations are 20/min, and blood pressure is 98/60 mm Hg",D,D,True,D
194,A 16-month-old girl is brought to the emergency department by emergency medical technicians because of a generalized tonic-clonic seizure that began 25 minutes ago and has continued despite administration of 0.5 mg/kg rectal diazepam 10 minutes ago. The patient was at home at the time of the seizure,C,D,False,D
195,"A 7-year-old male is brought to the office for evaluation of school problems. The mother says that the teacher has told her that the patient is inattentive, has difficulty following sequential instructions, and often seems to drift off to sleep during class. A polysomnogram reveals obstructive sleep",D,D,True,D
196,"A previously healthy 19-year-old college student comes to student health services 24 hours after the onset of headache, stiff neck, and sensitivity to light. She does not recall any sick contacts. She had chickenpox at the age of 7 years. Her most recent examination 1 year ago included PPD skin test",A,A,True,A
197,A 55-year-old man has had crushing substernal chest pain on exertion over the past 6 weeks. He had a myocardial infarction 2 months ago. He takes nitroglycerin as needed and one aspirin daily. He has smoked two packs of cigarettes daily for 30 years. Examination shows normal heart sounds and no caro,A,A,True,A
198,"A 78-year-old man, who underwent coronary angiography with stent placement 8 years ago, comes to the office for a routine health maintenance examination. The patient reports no new symptoms except for shortness of breath and fatigue during exercise that began 3 months ago when he tried to increase t",D,D,True,D
199,A 70-year-old woman comes to the office because of worsening tremor of her hands. The tremor has been present for most of her life and initially was mild and would occur only when she was tired or stressed. During the past month the shaking has become more noticeable and frequent. She is now embarra,A,D,False,D
200,An 18-year-old female presents to the office with a 3-day history of lower abdominal pain and a 2-day history of fever. She reports frequent unprotected sexual intercourse with different partners since she started college 4 months ago. Abdominal examination reveals suprapubic tenderness. Bimanual ex,B,B,True,B
201,"A 76-year-old man comes to the office because of early awakening at night. He has no difficulty falling asleep but routinely wakes up between 2:00 and 3:00 AM. The patient is a retired postal worker, and he has always been physically active. He has diabetes mellitus controlled by diet. The patient d",A,A,True,A
202,"A 15-year-old girl is brought to the physician 3 months after she had a blood pressure of 150/95 mm Hg at a routine examination prior to participation in school sports. She is asymptomatic and has no history of serious illness. Twelve months ago, she was diagnosed with a urinary tract infection and ",A,A,True,A
203,"A previously healthy 14-year-old girl is brought to the physician because of a 2-day history of fever and pain and swelling of the right knee. She remembers injuring the knee while playing soccer last week, but she was able to finish the game. She has no history of rash or joint pain. Her sister has",D,D,True,D
204,A 14-year-old boy is brought to the physician because of a 2-day history of a sore throat and fever that peaks in the late afternoon. He also has a 1-week history of progressive fatigue. He recently began having unprotected sexual intercourse with one partner. He appears ill. His temperature is 39°C,C,C,True,C
205,A 1-year-old male is brought to the emergency department with blistered fresh burns over his hands and feet in a stocking and glove distribution. His mother reports that he was accidentally burned when he turned on the hot water in the bathtub while she was answering the telephone in the bedroom. In,C,C,True,C
206,"A 42-year-old man comes to the physician because of malaise, muscle and joint pain, and temperatures to 38.4°C (101.1°F) for 3 days. Three months ago, he underwent cadaveric renal transplantation resulting in immediate kidney function. At the time of discharge, his serum creatinine concentration was",D,D,True,D
207,"During a clinical study examining the effects of exercise, men between the ages of 20 and 30 years are evaluated during a 15- minute session on a treadmill. The average pulse for the last 2 minutes of the session is 175/min. During the last minute of exercise, various measurements are taken. Compare",D,A,False,A
208,"A 22-year-old man is brought to the emergency department 30 minutes after he sustained a gunshot wound to the abdomen. His pulse is 120/min, respirations are 28/min, and blood pressure is 70/40 mm Hg. Breath sounds are normal on the right and decreased on the left. Abdominal examination shows an ent",D,D,True,D
209,"A 31-year-old woman, gravida 3, para 2, who is at 32 weeks' gestation, is admitted to the hospital because of a 1-week history of progressive dyspnea and wheezing. She says her heart is ""racing"" and she is coughing up a small amount of bloodstreaked sputum. Medical history is significant for hypothy",D,D,True,D
210,A 47-year-old man comes to the physician 12 hours after the sudden onset of a severe occipital headache and stiff neck. He has not had any other symptoms and has no history of severe headache. He has hypertension and gastroesophageal reflux disease. Current medications include hydrochlorothiazide an,D,D,True,D
211,"A 10-year-old girl is brought to the office by her mother because her school nurse thinks that she may have Marfan syndrome. She is at the 95th percentile for height and 25th percentile for weight. Physical examination shows a narrow palate with dental crowding, long slender extremities, and joint l",B,B,True,B
212,"A 50-year-old woman comes to the office for the first time because of recurrent abdominal pain. Review of her extensive medical chart, which she has brought with her, discloses that she has a long history of varying physical symptoms. Definitive causes for these symptoms have not been found despite ",D,D,True,D
213,"A 5-year-old boy returns to the office with his 19-year-old mother to discuss results of studies done to evaluate his behavior of eating dirt. The patient sits quietly while his mother answers questions about his health. She says her son seems healthy, although he does not seem to be as active as ot",D,A,False,A
214,A 32-year-old man and his 29-year-old wife come to the office for evaluation for infertility. The wife's gynecologist has reported that her anatomic and physiologic evaluation disclosed no abnormalities and that assessment of potential male factors is needed. The husband is 188 cm (6 ft 3 in) tall w,A,B,False,B
215,"A 28-year-old man comes to the office because he would like to quit smoking cigarettes. He says, ""I cannot go more than a day without cigarettes because I get so anxious and irritable. I even wake up at night to smoke."" The patient began smoking cigarettes at age 12 years; he was smoking two packs o",D,A,False,A
216,"A 40-year-old male presents to the office with symptoms of odynophagia and gastroesophageal reflux. He also says that he experienced hematemesis once last week. Past medical history reveals AIDS, and his most recent CD4 count was 30 cells/mcL. The patient's tilt test result and hemoglobin level are ",D,D,True,D
217,"A 55-year-old man comes to the physician for a routine physical examination. He is currently taking no medications. His pulse is 80/min, and blood pressure is 165/95 mm Hg. Physical examination shows no other abnormalities. The presence of which of the following mechanisms is most likely to increase",D,D,True,D
218,"A 54-year-old man comes to the physician for a follow-up examination 10 days after undergoing a stereotactic brain operation to remove a small tumor. The operation was successful. During the procedure, he was under conscious sedation. The patient recalls that at one point during the operation he exp",A,A,True,A
219,"A 5-year-old boy is brought to the physician because of a 2-day history of fever and painful swelling of the left ankle. He has had recurrent cervical lymphadenitis and pneumonia since infancy. Two years ago, a culture from an abscess in the cervical region grew Staphylococcus aureus. His temperatur",D,D,True,D
220,A placebo-controlled clinical trial is conducted to assess whether a new antihypertensive drug is more effective than standard therapy. A total of 5000 patients with essential hypertension are enrolled and randomly assigned to one of two groups: 2500 patients receive the new drug and 2500 patients r,A,C,False,C
221,"A 25-year-old man is brought to the emergency department because of a 6-day history of fever, severe muscle pain, and diffuse, painful swelling of his neck, underarms, and groin area. The symptoms began after returning from a camping trip in New Mexico. He appears ill and lethargic and can barely an",D,A,False,A
222,A 26-year-old woman with HIV infection comes to the office because of a 4-day history of pain and redness of her left lower leg. She says the symptoms began after she tripped over a tree branch in her yard and scraped her left leg. Current medications include antiretroviral therapy and ibuprofen as ,D,D,True,D
223,"A 35-year-old woman comes to the physician because of two 12-hour episodes of dizziness over the past 3 months. During episodes, she experiences the acute onset of rotatory vertigo and imbalance, decreased hearing, tinnitus, a sense of fullness of the right ear, and vomiting. Examination shows a mil",D,D,True,D
224,"A 22-year-old woman comes to the emergency department because of a 5-day history of sore throat and fever. During the past 3 days, she also has noticed a change in her voice and has had increased pain with swallowing. She has been taking acetaminophen since her symptoms began. Medical history is unr",A,B,False,B
225,"A 45-year-old female presents to the office for evaluation of unexplained elevations of her blood pressure. Paroxysmal episodes of headache, sweating, anxiety, nausea, and vomiting occur frequently. A CT scan reveals a left adrenal mass. Which of the following urinary assays will be most helpful in ",D,D,True,D
226,"A 24-year-old man is brought to the emergency department 40 minutes after he was involved in a motor vehicle collision. He was the unrestrained driver. He is conscious. Physical examination shows numerous lacerations and ecchymoses over the face. His vision is normal. Ocular, facial, and lingual mov",B,B,True,B
227,"A 3-week-old male infant is brought to the office by his mother because of a 2-day history of white lesions in the mouth. The infant was born at term via uncomplicated spontaneous vaginal delivery; he has been breast-feeding well and is urinating and having bowel movements normally. At birth, he wei",C,C,True,C
228,A 45-year-old man comes to the physician because of right shoulder pain that began after he chopped wood 2 days ago. Examination of the right upper extremity shows no obvious bone deformities or point tenderness. The pain is reproduced when the patient is asked to externally rotate the shoulder agai,A,A,True,A
229,"A 67-year-old woman comes to the physician because of easy bruising for 4 months. She has a history of lung cancer treated with radiation therapy 6 months ago. She has a 2-year history of hypertension treated with a thiazide diuretic and an angiotensin-converting enzyme (ACE) inhibitor. Examination,",D,B,False,B
230,"A 16-year-old girl is brought to the office by her mother because she is concerned that she may have contracted meningitis from her soccer teammate, who was diagnosed with meningococcal meningitis and admitted to the hospital yesterday. The patient's soccer team traveled to a neighboring state to pa",D,A,False,A
231,"A 19-year-old woman comes to the emergency department because, she says, ""I'm burning up."" Medical history is significant for intravenous drug use. Physical examination discloses a systolic heart murmur over the precordium. An expected physical finding will be which of the following?",B,C,False,C
232,"A 26-year-old male police officer comes to the office for an annual health maintenance examination. He is physically active and feels well, but he notes that his asthma has been more active during the past month. He says that he has had to use his albuterol inhaler one to two times daily for wheezin",D,D,True,D
233,"A previously healthy 15-year-old boy is brought to the emergency department in August 1 hour after the onset of headache, dizziness, nausea, and one episode of vomiting. His symptoms began during the first hour of full-contact football practice in full uniform. He reported feeling weak and faint but",C,C,True,C
234,A new severe respiratory illness caused by a newly identified virus is discovered. Which of the following properties of a killed vaccine relative to a live vaccine is the most appropriate rationale for developing a killed vaccine for this illness?,A,A,True,A
235,A 43-year-old man with a history of self-mutilation comes to the emergency department because of pain in his right thigh and shaking chills during the past 3 days. He says he intentionally burned his right thigh several times with a cigarette lighter 6 days ago. This morning he soaked his thigh in a,A,B,False,B
236,A 32-year-old man comes to the physician because he has had difficulty focusing on tasks at work and at home during the past 2 months. He works as an automobile mechanic. He has had a lot of energy for work but often is distracted to the point that he does not complete assigned tasks. He frequently ,C,B,False,B
237,"A 72-year-old woman comes to the physician because of a 2-month history of painless swelling of both ankles. She also reports shortness of breath with exertion and when lying down. She has been awakened from sleep by shortness of breath. She has not had chest pain. Her pulse is 96/min and regular, r",D,D,True,D
238,A 32-year-old man who is a jackhammer operator comes to the physician because of pain and swelling of his right arm for 3 days. The symptoms are moderately exacerbated by exertion. Examination of the right upper extremity shows erythema and moderate edema. Capillary refill time is less than 3 second,A,C,False,C
239,A 63-year-old woman is in the hospital recovery room 4 hours after elective left hemicolectomy for colon carcinoma at the splenic flexure. She has a preoperative written directive for no blood products through transfusion for religious reasons. Medical history is significant for hypertension and cor,D,D,True,D
240,"A 30-year-old woman comes to the physician because of a 2-day history of abdominal pain. She has a history of recurrent upper respiratory tract infections, sinusitis, and pancreatitis. She has thick nasal secretions. She says that her sweat is salty and crystallizes on her skin. Her vital signs are ",D,A,False,A
241,"A 27-year-old man is brought to the emergency department by his sister because of increasing confusion for 10 hours. He is unable to answer questions. His sister states that he recently saw a psychiatrist for the first time because of hearing voices; he was prescribed a medication, but she is not su",D,D,True,D
242,"A 16-year-old boy is admitted to the emergency department because of a knife wound to the left side of his chest. An x-ray of the chest shows an air-fluid level in the left side of the chest, partial collapse of the left lung, and elevation of the stomach bubble. The mediastinum is in the midline. W",A,D,False,D
243,A 72-year-old man is admitted to the intensive care unit for pain management and observation of ventricular ectopy 4 hours after undergoing uncomplicated left total knee replacement. He is receiving fentanyl via systemic patient-controlled analgesic pump for pain management. Medical history is remar,D,A,False,"A

According to the American College of Chest Physicians (ACCP) guidelines, the most beneficial regimen for prophylaxis of deep venous thrombosis (DVT) in this patient would be A, continuous application of bilateral lower extremity pneumatic compression devices [1]. This is because pneumatic compression devices have been shown to be effective in reducing the risk of DVT in patients undergoing orth"
244,"A 67-year-old woman has had fatigue, dry skin, brittle hair, swelling of the ankles, and cold intolerance for 1 year; she has gained 9 kg (20 lb) during this period. Her pulse is 55/min, and blood pressure is 150/90 mm Hg. She appears lethargic. Examination shows dry skin and a nontender thyroid gla",A,C,False,C
245,"A 2-year-old boy is brought to the office by his mother for follow-up of a chromosome analysis done 1 month ago. The child has minor dysmorphic features, and growth and developmental delay. Chromosome analysis showed a small unbalanced chromosome translocation, with extra chromosomal material at the",D,A,False,A
